,timestamp,open,high,low,close,volume
1,2022-05-09 10:20:00,33322.78000,33388.52000,33322.78000,33381.68000,59
2,2022-05-09 10:15:00,33354.66000,33394.89000,33306.37000,33322.78000,237
3,2022-05-09 10:10:00,33396.05000,33434.17000,33350.00000,33354.66000,254
4,2022-05-09 10:05:00,33530.87000,33531.25000,33380.69000,33396.06000,205
5,2022-05-09 10:00:00,33501.68000,33547.00000,33450.32000,33530.88000,154
6,2022-05-09 09:55:00,33490.72000,33506.71000,33426.64000,33501.69000,278
7,2022-05-09 09:50:00,33458.38000,33562.23000,33454.98000,33490.72000,224
8,2022-05-09 09:45:00,33466.73000,33496.01000,33434.16000,33458.39000,125
9,2022-05-09 09:40:00,33465.67000,33502.15000,33423.03000,33466.74000,242
10,2022-05-09 09:35:00,33446.06000,33523.14000,33429.49000,33465.67000,136
11,2022-05-09 09:30:00,33539.97000,33574.62000,33423.00000,33446.07000,441
12,2022-05-09 09:25:00,33604.83000,33608.24000,33523.23000,33539.96000,150
13,2022-05-09 09:20:00,33572.69000,33632.39000,33572.41000,33604.83000,114
14,2022-05-09 09:15:00,33722.70000,33723.22000,33572.91000,33572.92000,231
15,2022-05-09 09:10:00,33629.90000,33777.00000,33623.43000,33722.71000,341
16,2022-05-09 09:05:00,33612.83000,33658.81000,33602.99000,33629.90000,237
17,2022-05-09 09:00:00,33671.42000,33681.84000,33599.81000,33612.84000,205
18,2022-05-09 08:55:00,33695.11000,33759.78000,33590.00000,33671.42000,578
19,2022-05-09 08:50:00,33445.63000,33695.12000,33444.64000,33695.11000,453
20,2022-05-09 08:45:00,33372.15000,33480.40000,33345.01000,33445.63000,246
21,2022-05-09 08:40:00,33385.20000,33407.60000,33340.15000,33372.15000,215
22,2022-05-09 08:35:00,33290.79000,33400.00000,33245.01000,33385.19000,397
23,2022-05-09 08:30:00,33334.91000,33347.82000,33150.00000,33290.78000,882
24,2022-05-09 08:25:00,33331.97000,33378.01000,33216.72000,33334.91000,571
25,2022-05-09 08:20:00,33407.76000,33415.26000,33311.15000,33331.96000,306
26,2022-05-09 08:15:00,33490.39000,33506.68000,33400.01000,33407.76000,271
27,2022-05-09 08:10:00,33508.91000,33515.87000,33481.13000,33490.39000,130
28,2022-05-09 08:05:00,33511.08000,33511.08000,33468.52000,33508.92000,179
29,2022-05-09 08:00:00,33523.27000,33528.79000,33480.29000,33511.07000,190
30,2022-05-09 07:55:00,33545.84000,33554.13000,33518.68000,33523.27000,167
31,2022-05-09 07:50:00,33571.03000,33675.59000,33540.50000,33545.84000,288
32,2022-05-09 07:45:00,33573.00000,33635.69000,33552.11000,33571.03000,108
33,2022-05-09 07:40:00,33587.30000,33587.31000,33547.42000,33573.00000,104
34,2022-05-09 07:35:00,33596.77000,33624.36000,33552.45000,33587.30000,127
35,2022-05-09 07:30:00,33542.96000,33651.34000,33523.91000,33596.78000,233
36,2022-05-09 07:25:00,33552.61000,33606.01000,33504.73000,33542.97000,295
37,2022-05-09 07:20:00,33600.18000,33600.18000,33546.99000,33552.60000,134
38,2022-05-09 07:15:00,33695.50000,33708.40000,33593.58000,33600.17000,182
39,2022-05-09 07:10:00,33693.96000,33749.45000,33690.00000,33695.50000,192
40,2022-05-09 07:05:00,33681.23000,33708.36000,33661.03000,33693.96000,165
41,2022-05-09 07:00:00,33571.74000,33743.28000,33558.87000,33681.23000,347
42,2022-05-09 06:55:00,33577.68000,33590.45000,33551.32000,33571.73000,158
43,2022-05-09 06:50:00,33545.33000,33585.36000,33541.14000,33577.68000,117
44,2022-05-09 06:45:00,33461.45000,33579.99000,33450.22000,33545.34000,240
45,2022-05-09 06:40:00,33488.57000,33495.75000,33406.09000,33461.46000,143
46,2022-05-09 06:35:00,33498.97000,33517.76000,33454.60000,33488.56000,122
47,2022-05-09 06:30:00,33418.21000,33520.02000,33403.15000,33498.96000,224
48,2022-05-09 06:25:00,33431.00000,33451.16000,33403.08000,33418.20000,145
49,2022-05-09 06:20:00,33451.71000,33456.08000,33386.02000,33431.00000,212
50,2022-05-09 06:15:00,33387.15000,33456.11000,33340.29000,33451.71000,296
51,2022-05-09 06:10:00,33441.71000,33450.05000,33369.31000,33387.15000,419
52,2022-05-09 06:05:00,33553.24000,33583.02000,33435.80000,33441.71000,293
53,2022-05-09 06:00:00,33510.60000,33593.27000,33492.65000,33553.25000,162
54,2022-05-09 05:55:00,33529.81000,33545.86000,33485.32000,33510.60000,107
55,2022-05-09 05:50:00,33480.95000,33542.79000,33480.95000,33529.82000,130
56,2022-05-09 05:45:00,33540.49000,33573.32000,33462.06000,33480.96000,100
57,2022-05-09 05:40:00,33546.33000,33590.48000,33476.90000,33540.49000,263
58,2022-05-09 05:35:00,33587.93000,33590.74000,33523.35000,33546.33000,167
59,2022-05-09 05:30:00,33604.99000,33609.48000,33533.34000,33587.94000,133
60,2022-05-09 05:25:00,33567.73000,33609.32000,33567.73000,33604.99000,56
61,2022-05-09 05:20:00,33667.44000,33667.45000,33549.23000,33567.74000,168
62,2022-05-09 05:15:00,33614.67000,33681.35000,33593.00000,33667.44000,158
63,2022-05-09 05:10:00,33724.38000,33724.38000,33603.02000,33614.67000,160
64,2022-05-09 05:05:00,33673.04000,33725.42000,33656.58000,33724.38000,113
65,2022-05-09 05:00:00,33648.90000,33731.60000,33647.45000,33673.05000,196
66,2022-05-09 04:55:00,33643.32000,33666.10000,33636.32000,33648.89000,111
67,2022-05-09 04:50:00,33665.18000,33684.30000,33643.31000,33643.32000,74
68,2022-05-09 04:45:00,33722.96000,33726.64000,33662.66000,33665.17000,100
69,2022-05-09 04:40:00,33740.01000,33740.01000,33700.00000,33722.95000,121
70,2022-05-09 04:35:00,33770.68000,33789.14000,33740.00000,33740.00000,128
71,2022-05-09 04:30:00,33792.19000,33814.95000,33764.44000,33770.69000,123
72,2022-05-09 04:25:00,33782.03000,33826.97000,33765.15000,33792.20000,125
73,2022-05-09 04:20:00,33825.14000,33838.42000,33773.01000,33782.03000,129
74,2022-05-09 04:15:00,33806.26000,33827.21000,33744.16000,33825.15000,185
75,2022-05-09 04:10:00,33661.32000,33809.35000,33661.31000,33806.27000,215
76,2022-05-09 04:05:00,33531.89000,33678.04000,33520.57000,33661.31000,300
77,2022-05-09 04:00:00,33563.15000,33584.19000,33520.99000,33531.89000,151
78,2022-05-09 03:55:00,33580.65000,33618.00000,33543.84000,33563.15000,107
79,2022-05-09 03:50:00,33610.00000,33646.59000,33567.86000,33580.65000,168
80,2022-05-09 03:45:00,33682.11000,33682.12000,33560.05000,33610.00000,181
81,2022-05-09 03:40:00,33724.36000,33748.05000,33644.03000,33682.11000,240
82,2022-05-09 03:35:00,33796.95000,33808.95000,33721.21000,33724.35000,614
83,2022-05-09 03:30:00,33697.59000,33808.24000,33689.85000,33796.96000,463
84,2022-05-09 03:25:00,33764.87000,33782.30000,33679.65000,33697.59000,312
85,2022-05-09 03:20:00,33729.97000,33823.52000,33655.37000,33764.87000,793
86,2022-05-09 03:15:00,33609.29000,33783.11000,33607.70000,33729.98000,833
87,2022-05-09 03:10:00,33600.02000,33717.59000,33569.01000,33609.29000,519
88,2022-05-09 03:05:00,33445.85000,33618.36000,33414.36000,33600.01000,882
89,2022-05-09 03:00:00,33496.16000,33506.06000,33363.06000,33445.86000,533
90,2022-05-09 02:55:00,33431.12000,33510.79000,33267.26000,33496.16000,3070
91,2022-05-09 02:50:00,33446.63000,33466.32000,33333.33000,33431.12000,599
92,2022-05-09 02:45:00,33487.89000,33570.00000,33395.19000,33446.62000,533
93,2022-05-09 02:40:00,33466.29000,33576.97000,33425.21000,33487.89000,635
94,2022-05-09 02:35:00,33624.14000,33630.23000,33351.03000,33466.29000,1009
95,2022-05-09 02:30:00,33564.36000,33690.47000,33502.35000,33624.14000,853
96,2022-05-09 02:25:00,33822.50000,33827.22000,33436.22000,33564.36000,4101
97,2022-05-09 02:20:00,33854.97000,33888.04000,33810.00000,33822.51000,237
98,2022-05-09 02:15:00,33919.29000,33919.29000,33854.96000,33854.96000,200
99,2022-05-09 02:10:00,33897.04000,33919.29000,33833.00000,33919.29000,232
100,2022-05-09 02:05:00,33952.74000,33984.80000,33855.00000,33897.04000,282
